Article ID;GOLD: R: Risikotypen;GOLD: R: RT: Datenschutz, Privatsphäre, Überwachung;GOLD: R: RT: Haftung/Verantwortung;GOLD: R: RT: Manipulation, Verzerrung, Unwahrh, Filterblas, Polarisieru, Zen;GOLD: R: RT: Souv-/Autonomie/Kontrollverlust,Fremdbest.,Überlegenh,Macht/Ein;GOLD: R: RT: Intransparenz (Blackbox);GOLD: R: RT: Kommodifizierung der Nutzer (Ausbeutung);GOLD: R: RT: Sozialität, Entfremdung vom Natürlichen, Lebenssinn, uncanny;GOLD: R: RT: Diskriminierung, Ungleichheit;GOLD: R: RT: mangelnde Qualität der Automatisierung, Algorithmen, Ki;GOLD: R: RT: Missbrauch d KI, Algorith durch Staat, Unternehm,Interessengrup;GOLD: R: RT: ethisch, moralisch, philosophische Fragen der KI, Algorithmen;GOLD: R: RT: Sicherheit (Safety), Unfälle, körperliche/psychische Sicherheit;GOLD: R: RT: IT-/KI-Security (Sicherheit vor Hackern etc);GOLD: R: RT: Ungleichheit bei Sozialabgaben / Steuergerechtigkeit;GOLD: R: RT: Wirtschaftlichkeit und Effizienz;GOLD: R: RT: mangelnde Adaption/Literacy/Ausbildung/Bildung;GOLD: R: RT: mangelnde Adpation v. Industrie, Wirtschaft, Volkswirtschaft;GOLD: R: RT: Arbeitsplatzverluste / Zukünftige Arbeit;GOLD: R: RT: Marktmacht, Monopolisierung;PRED: R: Risikotypen;PRED: R: RT: Datenschutz, Privatsphäre, Überwachung;PRED: R: RT: Haftung/Verantwortung;PRED: R: RT: Manipulation, Verzerrung, Unwahrh, Filterblas, Polarisieru, Zen;PRED: R: RT: Souv-/Autonomie/Kontrollverlust,Fremdbest.,Überlegenh,Macht/Ein;PRED: R: RT: Intransparenz (Blackbox);PRED: R: RT: Kommodifizierung der Nutzer (Ausbeutung);PRED: R: RT: Sozialität, Entfremdung vom Natürlichen, Lebenssinn, uncanny;PRED: R: RT: Diskriminierung, Ungleichheit;PRED: R: RT: mangelnde Qualität der Automatisierung, Algorithmen, Ki;PRED: R: RT: Missbrauch d KI, Algorith durch Staat, Unternehm,Interessengrup;PRED: R: RT: ethisch, moralisch, philosophische Fragen der KI, Algorithmen;PRED: R: RT: Sicherheit (Safety), Unfälle, körperliche/psychische Sicherheit;PRED: R: RT: IT-/KI-Security (Sicherheit vor Hackern etc);PRED: R: RT: Ungleichheit bei Sozialabgaben / Steuergerechtigkeit;PRED: R: RT: Wirtschaftlichkeit und Effizienz;PRED: R: RT: mangelnde Adaption/Literacy/Ausbildung/Bildung;PRED: R: RT: mangelnde Adpation v. Industrie, Wirtschaft, Volkswirtschaft;PRED: R: RT: Arbeitsplatzverluste / Zukünftige Arbeit;PRED: R: RT: Marktmacht, Monopolisierung;AVG DIFF: R: Risikotypen;AVG DIFF: R: RT: Datenschutz, Privatsphäre, Überwachung;AVG DIFF: R: RT: Haftung/Verantwortung;AVG DIFF: R: RT: Manipulation, Verzerrung, Unwahrh, Filterblas, Polarisieru, Zen;AVG DIFF: R: RT: Souv-/Autonomie/Kontrollverlust,Fremdbest.,Überlegenh,Macht/Ein;AVG DIFF: R: RT: Intransparenz (Blackbox);AVG DIFF: R: RT: Kommodifizierung der Nutzer (Ausbeutung);AVG DIFF: R: RT: Sozialität, Entfremdung vom Natürlichen, Lebenssinn, uncanny;AVG DIFF: R: RT: Diskriminierung, Ungleichheit;AVG DIFF: R: RT: mangelnde Qualität der Automatisierung, Algorithmen, Ki;AVG DIFF: R: RT: Missbrauch d KI, Algorith durch Staat, Unternehm,Interessengrup;AVG DIFF: R: RT: ethisch, moralisch, philosophische Fragen der KI, Algorithmen;AVG DIFF: R: RT: Sicherheit (Safety), Unfälle, körperliche/psychische Sicherheit;AVG DIFF: R: RT: IT-/KI-Security (Sicherheit vor Hackern etc);AVG DIFF: R: RT: Ungleichheit bei Sozialabgaben / Steuergerechtigkeit;AVG DIFF: R: RT: Wirtschaftlichkeit und Effizienz;AVG DIFF: R: RT: mangelnde Adaption/Literacy/Ausbildung/Bildung;AVG DIFF: R: RT: mangelnde Adpation v. Industrie, Wirtschaft, Volkswirtschaft;AVG DIFF: R: RT: Arbeitsplatzverluste / Zukünftige Arbeit;AVG DIFF: R: RT: Marktmacht, Monopolisierung;Average difference per article
KURIER_201706231920420148;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.999;0.0703;0.0047;0.042;0.1269;0.0019;0.0036;0.1299;0.4364;0.1613;0.029;0.2908;0.0028;0.0006;0.0333;0.0097;0.1127;0.5915;0.9273;0.0118;0.001;0.0703;0.0047;0.042;0.1269;0.0019;0.0036;0.1299;0.4364;0.8387;0.029;0.2908;0.0028;0.0006;0.0333;0.0097;0.1127;0.5915;0.0727;0.0118;0.1405
KURIER_201604131921040170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9998;0.0494;0.3666;0.0008;0.0076;0.0;0.0;0.0283;0.0003;0.9998;0.0;0.0046;0.0073;0.0045;0.0042;0.2554;0.0024;0.001;0.0169;0.0025;0.9998;0.0494;0.3666;0.0008;0.0076;0.0;0.0;0.0283;0.0003;0.9998;0.0;0.0046;0.0073;0.0045;0.0042;0.2554;0.0024;0.001;0.0169;0.0025;0.1376
STANDARD_20160810194003101160073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9811;0.0249;0.024;0.0001;0.0266;0.0011;0.0004;0.027;0.0222;0.3495;0.0046;0.3586;0.0273;0.0004;0.0592;0.0015;0.0005;0.0109;0.7358;0.0004;0.9811;0.0249;0.024;0.0001;0.0266;0.0011;0.0004;0.027;0.0222;0.3495;0.0046;0.3586;0.0273;0.0004;0.0592;0.0015;0.0005;0.0109;0.7358;0.0004;0.1328
WZ_20141127031310104160016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.9903;0.0116;0.0007;0.0;0.0415;0.0003;0.0003;0.0024;0.001;0.0393;0.0211;0.0208;0.0007;0.0002;0.0043;0.0002;0.0038;0.0574;0.2239;0.0005;0.0097;0.0116;0.0007;0.0;0.0415;0.0003;0.0003;0.0024;0.001;0.0393;0.0211;0.0208;0.0007;0.0002;0.0043;0.0002;0.0038;0.0574;0.2239;0.9995;0.0719
MEDIANET_2018051854EE2019AB;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9916;0.01;0.0006;0.3918;0.3923;0.0008;0.0012;0.0058;0.0701;0.0512;0.0092;0.0036;0.0;0.0002;0.0019;0.0017;0.2317;0.008;0.3684;0.2588;0.0084;0.01;0.0006;0.6082;0.3923;0.0008;0.0012;0.0058;0.0701;0.0512;0.0092;0.0036;0.0;0.0002;0.0019;0.0017;0.2317;0.008;0.3684;0.2588;0.1016
HOR_201804063E31662A39;1;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0.0472;0.0367;0.0236;0.0049;0.0621;0.0005;0.0002;0.0066;0.001;0.0111;0.0001;0.0035;0.0003;0.0043;0.0011;0.0007;0.0001;0.0028;0.0027;0.0757;0.9528;0.9633;0.0236;0.9951;0.0621;0.9995;0.0002;0.0066;0.999;0.0111;0.9999;0.0035;0.0003;0.0043;0.0011;0.0007;0.0001;0.0028;0.0027;0.0757;0.3052
WZ_20160827031109196290092;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.8152;0.0011;0.0046;0.0;0.0005;0.0;0.0002;0.0015;0.0001;0.1335;0.0027;0.0299;0.0004;0.0003;0.0038;0.0001;0.0321;0.0006;0.2251;0.0002;0.1848;0.0011;0.0046;0.0;0.0005;0.0;0.0002;0.0015;0.0001;0.1335;0.0027;0.0299;0.0004;0.0003;0.0038;0.0001;0.9679;0.0006;0.2251;0.0002;0.0779
TT_20161231E97D18764E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.985;0.0015;0.0001;0.2287;0.0491;0.0005;0.0;0.0002;0.0004;0.0113;0.0004;0.0011;0.0;0.0001;0.0003;0.0;0.0143;0.0058;0.0001;0.0026;0.015;0.0015;0.0001;0.7713;0.0491;0.0005;0.0;0.0002;0.0004;0.0113;0.0004;0.0011;0.0;0.0001;0.0003;0.0;0.0143;0.0058;0.0001;0.0026;0.0437
KLEINE_20161227041002255230055;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8693;0.2037;0.2175;0.0091;0.1958;0.0207;0.0093;0.0736;0.0069;0.0412;0.0213;0.7342;0.5661;0.0143;0.0947;0.0;0.0001;0.0092;0.114;0.0212;0.1307;0.2037;0.2175;0.9909;0.1958;0.0207;0.0093;0.0736;0.0069;0.0412;0.0213;0.7342;0.5661;0.0143;0.0947;0.0;0.0001;0.0092;0.114;0.0212;0.1733
PRESSE_201806090050160116;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9929;0.0011;0.0008;0.0005;0.0112;0.0006;0.0001;0.1887;0.0011;0.822;0.002;0.0286;0.0001;0.0001;0.0005;0.0008;0.0011;0.0386;0.1709;0.0001;0.0071;0.0011;0.0008;0.9995;0.0112;0.0006;0.0001;0.1887;0.0011;0.822;0.002;0.0286;0.0001;0.0001;0.0005;0.0008;0.0011;0.0386;0.1709;0.0001;0.1138
PRESSE_201703121915120154;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9425;0.0257;0.0002;0.0;0.1754;0.0;0.0;0.0002;0.0001;0.0386;0.0001;0.0048;0.0002;0.0012;0.0016;0.0003;0.0076;0.0005;0.2686;0.0033;0.0575;0.9743;0.0002;0.0;0.1754;0.0;0.0;0.0002;0.0001;0.0386;0.0001;0.0048;0.0002;0.0012;0.0016;0.0003;0.0076;0.0005;0.2686;0.0033;0.0767
STANDARD_20161126194005245720106;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.9903;0.0012;0.0097;0.7449;0.0326;0.0111;0.001;0.0002;0.0949;0.4646;0.1039;0.0123;0.0002;0.0;0.0017;0.0102;0.0003;0.0034;0.0006;0.053;0.0097;0.0012;0.9903;0.2551;0.0326;0.9889;0.001;0.0002;0.0949;0.4646;0.8961;0.0123;0.0002;0.0;0.0017;0.0102;0.0003;0.0034;0.0006;0.053;0.1908
PRESSE_201801131915170068;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.5789;0.0131;0.0017;0.1972;0.1263;0.0015;0.0072;0.0045;0.0354;0.0379;0.3666;0.0071;0.0072;0.0001;0.0161;0.0;0.0019;0.1107;0.0037;0.0034;0.4211;0.0131;0.0017;0.1972;0.1263;0.0015;0.0072;0.9955;0.0354;0.0379;0.3666;0.0071;0.0072;0.0001;0.0161;0.0;0.0019;0.1107;0.0037;0.0034;0.1177
FALTER_20160706C6654FC375;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9761;0.0133;0.0004;0.0015;0.2404;0.0;0.0003;0.0245;0.0016;0.8081;0.0001;0.0029;0.0071;0.0159;0.1442;0.001;0.1809;0.0198;0.4823;0.0027;0.0239;0.0133;0.0004;0.9985;0.2404;0.0;0.0003;0.0245;0.0016;0.8081;0.0001;0.0029;0.0071;0.0159;0.1442;0.001;0.1809;0.0198;0.4823;0.0027;0.1484
PROFIL_20160613509111033C;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.9838;0.0111;0.0036;0.0543;0.0401;0.0014;0.0005;0.0381;0.1328;0.605;0.0071;0.0069;0.0;0.0005;0.0067;0.0029;0.0024;0.0247;0.0672;0.0166;0.0162;0.0111;0.0036;0.9457;0.0401;0.9986;0.0005;0.0381;0.1328;0.605;0.9929;0.0069;0.0;0.0005;0.0067;0.0029;0.0024;0.0247;0.0672;0.9834;0.244
STANDARD_20130614194003266710096;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9918;0.1189;0.0005;0.0126;0.0077;0.9302;0.0051;0.0009;0.0049;0.0044;0.9218;0.0074;0.0004;0.0026;0.0071;0.0;0.0039;0.0017;0.0026;0.0007;0.0082;0.8811;0.0005;0.0126;0.0077;0.0698;0.0051;0.0009;0.0049;0.0044;0.9218;0.0074;0.0004;0.0026;0.0071;0.0;0.0039;0.0017;0.0026;0.0007;0.0972
WZ_20150617031308046800070;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.9223;0.6264;0.0238;0.0056;0.0111;0.0005;0.0002;0.0002;0.0003;0.0017;0.0091;0.001;0.0;0.0043;0.0002;0.0002;0.0003;0.0004;0.0005;0.1636;0.0777;0.6264;0.0238;0.9944;0.0111;0.9995;0.0002;0.0002;0.0003;0.0017;0.9909;0.001;0.0;0.0043;0.0002;0.0002;0.0003;0.0004;0.0005;0.1636;0.1948
STANDARD_20181121194502895250091;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.9995;0.1349;0.0004;0.0011;0.0019;0.0007;0.0001;0.0681;0.0002;0.1703;0.0002;0.4886;0.0;0.0002;0.0002;0.3635;0.6717;0.0;0.9853;0.0031;0.0005;0.8651;0.0004;0.9989;0.0019;0.0007;0.0001;0.0681;0.9998;0.1703;0.0002;0.4886;0.0;0.0002;0.0002;0.3635;0.6717;0.0;0.9853;0.0031;0.2809
PROFIL_201703131303200008;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0.9998;0.12;0.1187;0.0002;0.0141;0.0003;0.0011;0.0498;0.002;0.9106;0.0163;0.7623;0.0034;0.0067;0.0079;0.0125;0.107;0.0096;0.2626;0.0013;0.0002;0.12;0.1187;0.0002;0.0141;0.0003;0.0011;0.0498;0.002;0.0894;0.0163;0.2377;0.0034;0.0067;0.0079;0.0125;0.107;0.0096;0.2626;0.0013;0.053
WZ_20171230031309606310089;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.8931;0.0113;0.0134;0.0497;0.1428;0.0004;0.0004;0.0256;0.0026;0.0003;0.0009;0.0002;0.0001;0.0004;0.0044;0.0014;0.2106;0.0715;0.0218;0.0678;0.1069;0.0113;0.0134;0.0497;0.1428;0.0004;0.0004;0.0256;0.0026;0.0003;0.0009;0.0002;0.0001;0.0004;0.0044;0.0014;0.2106;0.9285;0.9782;0.0678;0.1273
STANDARD_20171012040504673550028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5065;0.0009;0.0104;0.0001;0.0006;0.0002;0.0005;0.0065;0.001;0.009;0.0008;0.0117;0.007;0.0004;0.0116;0.0004;0.0032;0.1914;0.1297;0.0006;0.5065;0.0009;0.0104;0.0001;0.0006;0.0002;0.0005;0.0065;0.001;0.009;0.0008;0.0117;0.007;0.0004;0.0116;0.0004;0.0032;0.1914;0.1297;0.0006;0.0446
HOR_20170929ED5BF5B1F9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9924;0.0428;0.0426;0.1747;0.0729;0.0284;0.3333;0.3122;0.2159;0.1501;0.0739;0.0028;0.0009;0.0046;0.4914;0.0004;0.3124;0.9551;0.7419;0.2886;0.9924;0.0428;0.0426;0.1747;0.0729;0.0284;0.3333;0.3122;0.2159;0.1501;0.0739;0.0028;0.0009;0.0046;0.4914;0.0004;0.3124;0.9551;0.7419;0.2886;0.2619
STANDARD_20180420194502107340150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0.0305;0.0599;0.0;0.0005;0.001;0.0013;0.0842;0.0021;0.9878;0.0021;0.2754;0.0192;0.0061;0.0057;0.0889;0.0006;0.9984;0.0461;0.0002;1.0;0.0305;0.0599;0.0;0.0005;0.001;0.0013;0.0842;0.0021;0.9878;0.0021;0.2754;0.0192;0.0061;0.0057;0.0889;0.0006;0.9984;0.0461;0.0002;0.1805
KURIER_201806261921130145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.993;0.0003;0.0043;0.0001;0.0064;0.0;0.0001;0.0074;0.0048;0.7535;0.0048;0.7487;0.0253;0.0;0.0166;0.0018;0.0283;0.0037;0.2199;0.0001;0.993;0.0003;0.0043;0.0001;0.0064;0.0;0.0001;0.0074;0.0048;0.7535;0.0048;0.7487;0.0253;0.0;0.0166;0.0018;0.0283;0.0037;0.2199;0.0001;0.141
STANDARD_20180523040502553940131;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1991;0.0877;0.033;0.0014;0.0002;0.0004;0.0001;0.0027;0.0004;0.737;0.0045;0.0828;0.0011;0.0135;0.0049;0.001;0.0013;0.0008;0.0004;0.0001;0.8009;0.9123;0.033;0.9986;0.0002;0.0004;0.0001;0.0027;0.0004;0.737;0.0045;0.0828;0.0011;0.0135;0.0049;0.001;0.0013;0.0008;0.0004;0.0001;0.1798
NVT_201712060F00F9454E;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.014;0.0015;0.0008;0.0;0.0026;0.0013;0.0002;0.0004;0.0006;0.0011;0.0011;0.0024;0.0018;0.0008;0.0023;0.0;0.0001;0.0191;0.0014;0.0005;0.986;0.0015;0.0008;0.0;0.0026;0.0013;0.0002;0.0004;0.0006;0.9989;0.0011;0.0024;0.0018;0.0008;0.0023;0.0;0.0001;0.0191;0.0014;0.0005;0.1011
SN_20180113013228261630040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0438;0.0077;0.0037;0.0097;0.0013;0.0005;0.0004;0.0007;0.0019;0.0189;0.027;0.0043;0.0004;0.0001;0.0019;0.0;0.0001;0.001;0.001;0.0018;0.0438;0.0077;0.0037;0.0097;0.0013;0.0005;0.0004;0.0007;0.0019;0.0189;0.027;0.0043;0.0004;0.0001;0.0019;0.0;0.0001;0.001;0.001;0.0018;0.0063
OOEN_20171129040004132910109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9779;0.0054;0.0165;0.0;0.0005;0.0;0.0;0.0141;0.0002;0.1777;0.0;0.0555;0.0007;0.0135;0.0011;0.7856;0.0109;0.0003;0.3724;0.001;0.9779;0.0054;0.0165;0.0;0.0005;0.0;0.0;0.0141;0.0002;0.1777;0.0;0.0555;0.0007;0.0135;0.0011;0.7856;0.0109;0.0003;0.3724;0.001;0.1217
TT_201704244B424FE8D5;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9969;0.0546;0.0042;0.5584;0.1414;0.0097;0.0081;0.0944;0.0294;0.5944;0.0091;0.1024;0.0002;0.001;0.0078;0.0002;0.0287;0.0181;0.2565;0.0541;0.0031;0.0546;0.0042;0.4416;0.1414;0.0097;0.0081;0.0944;0.0294;0.5944;0.0091;0.1024;0.0002;0.001;0.0078;0.0002;0.0287;0.0181;0.2565;0.0541;0.093
KURIER_201612171920420009;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5559;0.001;0.0094;0.0095;0.003;0.0004;0.0004;0.0007;0.0065;0.001;0.0029;0.0514;0.0056;0.0;0.005;0.0003;0.0006;0.0444;0.4272;0.0019;0.4441;0.001;0.0094;0.9905;0.003;0.0004;0.9996;0.0007;0.0065;0.001;0.0029;0.0514;0.0056;0.0;0.005;0.0003;0.0006;0.0444;0.4272;0.0019;0.1498
WZ_20111110031312018380097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8383;0.0016;0.0662;0.0001;0.0009;0.0;0.0;0.0001;0.0004;0.1819;0.0001;0.0343;0.0004;0.0002;0.0024;0.0021;0.0004;0.0023;0.0003;0.0005;0.8383;0.0016;0.0662;0.0001;0.0009;0.0;0.0;0.0001;0.0004;0.1819;0.0001;0.0343;0.0004;0.0002;0.0024;0.0021;0.0004;0.0023;0.0003;0.0005;0.0566
FORMATDB_201705123B2C075201;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.8089;0.0003;0.0015;0.0014;0.0017;0.0017;0.0023;0.0042;0.0044;0.5761;0.001;0.0002;0.0002;0.0002;0.0743;0.0004;0.0065;0.4387;0.0096;0.0057;0.1911;0.0003;0.0015;0.0014;0.0017;0.9983;0.0023;0.0042;0.0044;0.4239;0.001;0.0002;0.0002;0.0002;0.0743;0.0004;0.0065;0.4387;0.0096;0.0057;0.1083
SN_20170619013047264520053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7143;0.0046;0.001;0.2088;0.0026;0.0001;0.0;0.0003;0.0003;0.039;0.0004;0.0049;0.0;0.0005;0.0;0.0035;0.0061;0.0003;0.0;0.0157;0.7143;0.0046;0.001;0.2088;0.0026;0.0001;0.0;0.0003;0.0003;0.039;0.0004;0.0049;0.0;0.0005;0.0;0.0035;0.0061;0.0003;0.0;0.0157;0.0501
KURIER_201708011920340147;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9999;0.0024;0.0122;0.0316;0.0001;0.0008;0.0;0.0003;0.2188;0.4779;0.0008;0.5763;0.0007;0.0001;0.0488;0.0051;0.0046;0.0362;0.0844;0.0002;0.0001;0.0024;0.0122;0.9684;0.0001;0.0008;0.0;0.0003;0.2188;0.4779;0.0008;0.5763;0.0007;0.0001;0.0488;0.0051;0.0046;0.0362;0.0844;0.0002;0.1219
NEWS_2016121770EAEEF26F;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0.9902;0.0565;0.0047;0.8128;0.0209;0.0049;0.0047;0.0332;0.2362;0.7316;0.0499;0.0014;0.0;0.0013;0.0124;0.0012;0.1399;0.0166;0.0055;0.196;0.0098;0.0565;0.0047;0.1872;0.0209;0.0049;0.0047;0.0332;0.7638;0.7316;0.9501;0.0014;0.0;0.0013;0.0124;0.0012;0.1399;0.0166;0.0055;0.196;0.1571
STANDARD_20180221194502454650053;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0.989;0.0603;0.0011;0.0294;0.0112;0.0006;0.0002;0.0072;0.0341;0.837;0.0008;0.0772;0.0;0.0039;0.0101;0.0092;0.131;0.0015;0.1379;0.0064;0.011;0.0603;0.0011;0.9706;0.0112;0.0006;0.0002;0.0072;0.9659;0.837;0.9992;0.0772;0.0;0.0039;0.0101;0.0092;0.131;0.0015;0.1379;0.0064;0.2121
FALTER_201008111611360076;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.8792;0.0199;0.0042;0.6841;0.0295;0.0091;0.0008;0.0075;0.0465;0.5313;0.0003;0.0037;0.002;0.004;0.0052;0.0004;0.0063;0.0022;0.0016;0.1776;0.1208;0.9801;0.0042;0.6841;0.0295;0.0091;0.0008;0.0075;0.0465;0.5313;0.9997;0.0037;0.002;0.004;0.0052;0.0004;0.0063;0.0022;0.0016;0.1776;0.1808
STANDARD_201109291925100060;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3191;0.0025;0.0001;0.0;0.0008;0.0;0.0;0.028;0.0002;0.1409;0.0;0.0024;0.0;0.0009;0.0006;0.092;0.0316;0.0006;0.0623;0.0002;0.6809;0.9975;0.0001;0.0;0.0008;0.0;0.0;0.028;0.0002;0.1409;0.0;0.0024;0.0;0.0009;0.0006;0.092;0.0316;0.0006;0.0623;0.0002;0.1019
FALTER_20170301591854D1A7;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.5777;0.0013;0.0002;0.1505;0.0003;0.0003;0.0;0.0001;0.0001;0.0433;0.0001;0.0285;0.0017;0.0003;0.0001;0.0;0.0016;0.0005;0.0;0.0011;0.4223;0.0013;0.0002;0.8495;0.0003;0.0003;0.0;0.0001;0.0001;0.0433;0.9999;0.0285;0.0017;0.0003;0.0001;0.0;0.0016;0.0005;0.0;0.0011;0.1176
NVT_20161227316B6D24F7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3641;0.1449;0.0013;0.1375;0.0261;0.0001;0.0001;0.09;0.0008;0.3068;0.001;0.2736;0.0101;0.0004;0.0001;0.0021;0.0015;0.0179;0.056;0.0007;0.6359;0.1449;0.0013;0.8625;0.0261;0.0001;0.0001;0.09;0.0008;0.3068;0.001;0.2736;0.0101;0.0004;0.0001;0.0021;0.0015;0.0179;0.056;0.0007;0.1216
KURIER_201704041920380060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0526;0.3027;0.5029;0.0002;0.0036;0.0006;0.0007;0.0017;0.0005;0.0244;0.0061;0.062;0.0067;0.0036;0.0038;0.0035;0.0001;0.0145;0.0021;0.0017;0.0526;0.3027;0.5029;0.0002;0.0036;0.0006;0.0007;0.0017;0.0005;0.0244;0.0061;0.062;0.0067;0.0036;0.0038;0.0035;0.0001;0.0145;0.0021;0.0017;0.0497
HOR_20180112C7D5EFDB5D;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9996;0.0019;0.0001;0.9443;0.0124;0.0081;0.0;0.0041;0.0513;0.0625;0.0031;0.1321;0.0;0.0;0.0003;0.0006;0.0147;0.0014;0.0058;0.0055;0.0004;0.0019;0.0001;0.0557;0.9876;0.9919;0.0;0.0041;0.0513;0.0625;0.0031;0.1321;0.0;0.0;0.0003;0.0006;0.0147;0.0014;0.0058;0.0055;0.1159
WZ_20180303031309561710033;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.9963;0.0021;0.0045;0.184;0.0007;0.0005;0.0008;0.0016;0.0003;0.008;0.0007;0.0301;0.0004;0.0002;0.0006;0.0003;0.4439;0.061;0.0035;0.0137;0.0037;0.0021;0.0045;0.816;0.0007;0.0005;0.0008;0.0016;0.0003;0.008;0.0007;0.0301;0.0004;0.0002;0.0006;0.0003;0.5561;0.061;0.0035;0.0137;0.0752
KURIER_201706220401530297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.998;0.0036;0.0568;0.0001;0.0013;0.0001;0.0001;0.0011;0.0005;0.9945;0.0009;0.0482;0.0092;0.0019;0.0562;0.0075;0.0004;0.0163;0.001;0.0001;0.998;0.0036;0.0568;0.0001;0.0013;0.0001;0.0001;0.0011;0.0005;0.9945;0.0009;0.0482;0.0092;0.0019;0.0562;0.0075;0.0004;0.0163;0.001;0.0001;0.1099
TT_200605110130510059;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.0069;0.0003;0.0005;0.0;0.0003;0.0002;0.0;0.0139;0.0001;0.0011;0.0002;0.0006;0.0022;0.0016;0.0047;0.0;0.0009;0.0114;0.0021;0.0002;0.9931;0.9997;0.0005;0.0;0.0003;0.9998;0.0;0.0139;0.0001;0.0011;0.9998;0.0006;0.0022;0.0016;0.0047;0.0;0.0009;0.0114;0.0021;0.9998;0.2516
WZ_20111115031309007650064;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.386;0.0025;0.0022;0.0002;0.0007;0.0021;0.0015;0.0136;0.0064;0.025;0.0025;0.0001;0.0001;0.0016;0.0642;0.0004;0.0022;0.4298;0.0307;0.0033;0.614;0.0025;0.0022;0.0002;0.0007;0.0021;0.0015;0.0136;0.0064;0.025;0.0025;0.0001;0.0001;0.0016;0.0642;0.0004;0.0022;0.4298;0.0307;0.9967;0.1098
