Article ID;GOLD: R: Risikotypen;GOLD: R: RT: Datenschutz, Privatsphäre, Überwachung;GOLD: R: RT: Haftung/Verantwortung;GOLD: R: RT: Manipulation, Verzerrung, Unwahrh, Filterblas, Polarisieru, Zen;GOLD: R: RT: Souv-/Autonomie/Kontrollverlust,Fremdbest.,Überlegenh,Macht/Ein;GOLD: R: RT: Intransparenz (Blackbox);GOLD: R: RT: Kommodifizierung der Nutzer (Ausbeutung);GOLD: R: RT: Sozialität, Entfremdung vom Natürlichen, Lebenssinn, uncanny;GOLD: R: RT: Diskriminierung, Ungleichheit;GOLD: R: RT: mangelnde Qualität der Automatisierung, Algorithmen, Ki;GOLD: R: RT: Missbrauch d KI, Algorith durch Staat, Unternehm,Interessengrup;GOLD: R: RT: ethisch, moralisch, philosophische Fragen der KI, Algorithmen;GOLD: R: RT: Sicherheit (Safety), Unfälle, körperliche/psychische Sicherheit;GOLD: R: RT: IT-/KI-Security (Sicherheit vor Hackern etc);GOLD: R: RT: Wirtschaftlichkeit und Effizienz;GOLD: R: RT: mangelnde Adaption/Literacy/Ausbildung/Bildung;GOLD: R: RT: mangelnde Adpation v. Industrie, Wirtschaft, Volkswirtschaft;GOLD: R: RT: Arbeitsplatzverluste / Zukünftige Arbeit;PRED: R: Risikotypen;PRED: R: RT: Datenschutz, Privatsphäre, Überwachung;PRED: R: RT: Haftung/Verantwortung;PRED: R: RT: Manipulation, Verzerrung, Unwahrh, Filterblas, Polarisieru, Zen;PRED: R: RT: Souv-/Autonomie/Kontrollverlust,Fremdbest.,Überlegenh,Macht/Ein;PRED: R: RT: Intransparenz (Blackbox);PRED: R: RT: Kommodifizierung der Nutzer (Ausbeutung);PRED: R: RT: Sozialität, Entfremdung vom Natürlichen, Lebenssinn, uncanny;PRED: R: RT: Diskriminierung, Ungleichheit;PRED: R: RT: mangelnde Qualität der Automatisierung, Algorithmen, Ki;PRED: R: RT: Missbrauch d KI, Algorith durch Staat, Unternehm,Interessengrup;PRED: R: RT: ethisch, moralisch, philosophische Fragen der KI, Algorithmen;PRED: R: RT: Sicherheit (Safety), Unfälle, körperliche/psychische Sicherheit;PRED: R: RT: IT-/KI-Security (Sicherheit vor Hackern etc);PRED: R: RT: Wirtschaftlichkeit und Effizienz;PRED: R: RT: mangelnde Adaption/Literacy/Ausbildung/Bildung;PRED: R: RT: mangelnde Adpation v. Industrie, Wirtschaft, Volkswirtschaft;PRED: R: RT: Arbeitsplatzverluste / Zukünftige Arbeit;AVG DIFF: R: Risikotypen;AVG DIFF: R: RT: Datenschutz, Privatsphäre, Überwachung;AVG DIFF: R: RT: Haftung/Verantwortung;AVG DIFF: R: RT: Manipulation, Verzerrung, Unwahrh, Filterblas, Polarisieru, Zen;AVG DIFF: R: RT: Souv-/Autonomie/Kontrollverlust,Fremdbest.,Überlegenh,Macht/Ein;AVG DIFF: R: RT: Intransparenz (Blackbox);AVG DIFF: R: RT: Kommodifizierung der Nutzer (Ausbeutung);AVG DIFF: R: RT: Sozialität, Entfremdung vom Natürlichen, Lebenssinn, uncanny;AVG DIFF: R: RT: Diskriminierung, Ungleichheit;AVG DIFF: R: RT: mangelnde Qualität der Automatisierung, Algorithmen, Ki;AVG DIFF: R: RT: Missbrauch d KI, Algorith durch Staat, Unternehm,Interessengrup;AVG DIFF: R: RT: ethisch, moralisch, philosophische Fragen der KI, Algorithmen;AVG DIFF: R: RT: Sicherheit (Safety), Unfälle, körperliche/psychische Sicherheit;AVG DIFF: R: RT: IT-/KI-Security (Sicherheit vor Hackern etc);AVG DIFF: R: RT: Wirtschaftlichkeit und Effizienz;AVG DIFF: R: RT: mangelnde Adaption/Literacy/Ausbildung/Bildung;AVG DIFF: R: RT: mangelnde Adpation v. Industrie, Wirtschaft, Volkswirtschaft;AVG DIFF: R: RT: Arbeitsplatzverluste / Zukünftige Arbeit;Average difference per article
KLEINE_20170406041003109020296;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.9864;0.8911;0.3853;0.1068;0.0016;0.0051;0.0016;0.0093;0.0397;0.3972;0.0406;0.7543;0.0049;0.0074;0.0074;0.0031;0.0042;0.008;0.0136;0.8911;0.3853;0.1068;0.0016;0.0051;0.0016;0.0093;0.9603;0.3972;0.0406;0.7543;0.0049;0.0074;0.0074;0.0031;0.0042;0.008;0.2001
STANDARD_19920205054800;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.9528;0.058;0.0031;0.0003;0.0271;0.0002;0.0008;0.0074;0.0007;0.7169;0.0123;0.0399;0.0098;0.0032;0.0002;0.0855;0.0009;0.4189;0.0472;0.058;0.0031;0.0003;0.0271;0.0002;0.0008;0.0074;0.0007;0.7169;0.0123;0.9601;0.0098;0.0032;0.0002;0.0855;0.0009;0.4189;0.1307
STANDARD_200408021921180127;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0.6913;0.004;0.0019;0.0;0.0012;0.0;0.0;0.0011;0.0;0.0693;0.0;0.0182;0.0019;0.0005;0.0001;0.0004;0.0002;0.003;0.3087;0.004;0.0019;0.0;0.9988;0.0;0.0;0.0011;0.0;0.0693;0.0;0.0182;0.9981;0.0005;0.0001;0.0004;0.0002;0.003;0.1336
STANDARD_20150218194001313380101;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0.9996;0.0793;0.5072;0.0004;0.032;0.0005;0.0004;0.173;0.0149;0.7671;0.0013;0.6594;0.2356;0.0108;0.0239;0.0009;0.0091;0.8785;0.0004;0.0793;0.5072;0.0004;0.032;0.0005;0.0004;0.827;0.0149;0.7671;0.0013;0.3406;0.2356;0.0108;0.0239;0.0009;0.0091;0.8785;0.2072
SN_20170905013041082640031;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.7007;0.0553;0.5948;0.0006;0.0024;0.0006;0.0006;0.026;0.0009;0.0642;0.0002;0.7943;0.1143;0.0153;0.057;0.0246;0.0054;0.0192;0.2993;0.0553;0.4052;0.0006;0.0024;0.0006;0.0006;0.026;0.0009;0.0642;0.0002;0.2057;0.1143;0.0153;0.057;0.0246;0.0054;0.0192;0.072
SN_20160504013130298600094;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0.9993;0.0958;0.112;0.0007;0.0051;0.0001;0.0001;0.4111;0.0004;0.827;0.0004;0.2786;0.0087;0.0007;0.0038;0.0036;0.0026;0.2374;0.0007;0.0958;0.888;0.0007;0.0051;0.0001;0.0001;0.4111;0.0004;0.173;0.0004;0.7214;0.9913;0.0007;0.0038;0.0036;0.0026;0.2374;0.1965
SN_20170629013050252890117;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.5119;0.0018;0.0008;0.0006;0.0071;0.0;0.0001;0.0022;0.0001;0.0092;0.0004;0.0008;0.0001;0.0003;0.0046;0.2164;0.0125;0.3312;0.4881;0.0018;0.0008;0.0006;0.0071;0.0;0.0001;0.0022;0.0001;0.9908;0.0004;0.0008;0.0001;0.0003;0.0046;0.2164;0.0125;0.3312;0.1143
FORMATDB_201509252E0F8AB8B4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9998;0.0023;0.0008;0.0002;0.0014;0.0;0.0;0.0021;0.0003;0.9995;0.0001;0.0036;0.0017;0.0004;0.003;0.0174;0.0005;0.0046;0.9998;0.0023;0.0008;0.0002;0.0014;0.0;0.0;0.0021;0.0003;0.9995;0.0001;0.0036;0.0017;0.0004;0.003;0.0174;0.0005;0.0046;0.1132
KURIER_201709210401550037;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.9974;0.0173;0.0134;0.011;0.1517;0.0007;0.0003;0.0921;0.0059;0.0908;0.0006;0.1186;0.034;0.0;0.0277;0.0124;0.0064;0.7675;0.0026;0.0173;0.0134;0.011;0.1517;0.0007;0.0003;0.0921;0.0059;0.0908;0.0006;0.8814;0.034;0.0;0.0277;0.0124;0.0064;0.7675;0.1175
KURIER_201712080401330011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0538;0.0001;0.0005;0.0;0.0002;0.0;0.0;0.0029;0.0001;0.0043;0.0;0.0003;0.0001;0.0;0.0436;0.0028;0.0003;0.0466;0.0538;0.0001;0.0005;0.0;0.0002;0.0;0.0;0.0029;0.0001;0.0043;0.0;0.0003;0.0001;0.0;0.0436;0.0028;0.0003;0.0466;0.0086
KURIER_201612211920400070;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0.9975;0.0021;0.0007;0.0001;0.0199;0.0001;0.0;0.2475;0.0017;0.9714;0.0;0.0144;0.1255;0.0003;0.0071;0.0001;0.0107;0.7099;0.0025;0.0021;0.0007;0.0001;0.0199;0.0001;0.0;0.7525;0.9983;0.0286;0.0;0.0144;0.8745;0.0003;0.0071;0.0001;0.0107;0.7099;0.1901
PRESSE_200212280218170053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8298;0.0819;0.0059;0.0012;0.0627;0.0004;0.0;0.1503;0.0009;0.2219;0.0001;0.1078;0.0041;0.0033;0.0054;0.0022;0.001;0.0055;0.8298;0.0819;0.0059;0.0012;0.0627;0.0004;0.0;0.1503;0.0009;0.2219;0.0001;0.1078;0.0041;0.0033;0.0054;0.0022;0.001;0.0055;0.0825
PRESSE_201611271915120046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5287;0.0;0.0001;0.0001;0.0149;0.0;0.0;0.0008;0.0005;0.0152;0.0006;0.0003;0.0;0.0;0.0016;0.0089;0.004;0.6163;0.5287;0.0;0.0001;0.0001;0.0149;0.0;0.0;0.0008;0.0005;0.0152;0.0006;0.0003;0.0;0.0;0.0016;0.0089;0.004;0.6163;0.0662
SN_20160729013124288040079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.999;0.0009;0.0567;0.0001;0.0042;0.0001;0.0002;0.0202;0.0048;0.9884;0.0011;0.042;0.792;0.0001;0.0005;0.0014;0.0705;0.7489;0.999;0.0009;0.0567;0.0001;0.0042;0.0001;0.0002;0.0202;0.0048;0.9884;0.0011;0.042;0.792;0.0001;0.0005;0.0014;0.0705;0.7489;0.2073
KURIER_201803081920380154;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0.9979;0.0005;0.0032;0.0;0.0029;0.0;0.0;0.0146;0.0004;0.9772;0.0011;0.0199;0.0085;0.0;0.0002;0.0007;0.0003;0.5178;0.0021;0.0005;0.0032;0.0;0.0029;0.0;0.0;0.0146;0.9996;0.9772;0.0011;0.9801;0.0085;0.0;0.0002;0.0007;0.0003;0.4822;0.193
KURIER_201811210401140268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0015;0.0025;0.0005;0.0002;0.0003;0.0;0.0;0.0003;0.0;0.0045;0.0005;0.0002;0.0002;0.0005;0.0001;0.0011;0.0001;0.0006;0.0015;0.0025;0.0005;0.0002;0.0003;0.0;0.0;0.0003;0.0;0.0045;0.0005;0.0002;0.0002;0.0005;0.0001;0.0011;0.0001;0.0006;0.0007
KURIER_201801030401370141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1722;0.0004;0.0001;0.0003;0.0143;0.0;0.0;0.0007;0.001;0.012;0.0001;0.0001;0.0001;0.0006;0.0002;0.0111;0.0;0.0021;0.1722;0.0004;0.0001;0.0003;0.0143;0.0;0.0;0.0007;0.001;0.012;0.0001;0.0001;0.0001;0.0006;0.0002;0.0111;0.0;0.0021;0.012
FORMATDB_20161111BC7EA0D6BB;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.998;0.0001;0.0012;0.0001;0.0893;0.0;0.0;0.1752;0.0051;0.7149;0.0001;0.0043;0.0057;0.0;0.0072;0.0005;0.0017;0.8278;0.002;0.0001;0.0012;0.0001;0.0893;0.0;0.0;0.8248;0.0051;0.7149;0.0001;0.0043;0.0057;0.0;0.0072;0.0005;0.0017;0.8278;0.138
KURIER_201712080401330081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9814;0.0011;0.0036;0.0083;0.008;0.0001;0.0009;0.0003;0.006;0.0072;0.0046;0.0774;0.0003;0.0;0.0011;0.1236;0.0062;0.9778;0.9814;0.0011;0.0036;0.0083;0.008;0.0001;0.0009;0.0003;0.006;0.0072;0.0046;0.0774;0.0003;0.0;0.0011;0.1236;0.0062;0.9778;0.1227
OOEN_20161018040003118910025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9981;0.0;0.0001;0.0;0.1136;0.0;0.0;0.272;0.0001;0.1528;0.0;0.0082;0.0054;0.0;0.0;0.0001;0.0006;0.0103;0.9981;0.0;0.0001;0.0;0.1136;0.0;0.0;0.272;0.0001;0.1528;0.0;0.0082;0.0054;0.0;0.0;0.0001;0.0006;0.0103;0.0867
FORMATDB_20150925A7BD99FFF2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0.9995;0.0021;0.0015;0.0001;0.0052;0.0;0.0;0.0007;0.0004;0.8788;0.0003;0.0284;0.0019;0.0001;0.004;0.0012;0.0001;0.4612;0.0005;0.0021;0.0015;0.0001;0.9948;0.0;0.0;0.0007;0.0004;0.8788;0.0003;0.0284;0.0019;0.0001;0.004;0.0012;0.0001;0.5388;0.1363
PRESSE_201704121915090007;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1.0;0.0047;0.0012;0.0003;0.2031;0.0001;0.0001;0.4314;0.0003;0.3038;0.0008;0.2348;0.0019;0.0;0.0057;0.1459;0.002;0.9968;0.0;0.0047;0.9988;0.0003;0.2031;0.0001;0.0001;0.4314;0.0003;0.3038;0.0008;0.2348;0.0019;0.0;0.0057;0.8541;0.002;0.0032;0.1692
FORMATDB_200408061527100123;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0.0254;0.0003;0.0002;0.0001;0.0125;0.0;0.0;0.0034;0.0;0.0077;0.0001;0.0032;0.0004;0.0001;0.0;0.0005;0.0007;0.0065;0.9746;0.0003;0.0002;0.0001;0.9875;0.0;0.0;0.0034;0.0;0.0077;0.0001;0.0032;0.9996;0.0001;0.0;0.0005;0.0007;0.0065;0.1658
FURCHE_201205311643170039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0.0022;0.0005;0.0;0.0475;0.0;0.0;0.041;0.0;0.898;0.0;0.8275;0.0019;0.0013;0.0115;0.0029;0.0001;0.0142;1.0;0.0022;0.0005;0.0;0.0475;0.0;0.0;0.041;0.0;0.898;0.0;0.8275;0.0019;0.0013;0.0115;0.0029;0.0001;0.0142;0.1583
KURIER_201212130257460028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9425;0.0037;0.0044;0.0009;0.006;0.0018;0.0;0.1928;0.0008;0.0147;0.0001;0.1102;0.0003;0.0002;0.0003;0.0005;0.0;0.0262;0.9425;0.0037;0.0044;0.0009;0.006;0.0018;0.0;0.1928;0.0008;0.0147;0.0001;0.1102;0.0003;0.0002;0.0003;0.0005;0.0;0.0262;0.0725
KURIER_201709210401550151;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0.9996;0.0107;0.0001;0.0019;0.0083;0.0023;0.0;0.703;0.002;0.4489;0.0002;0.4564;0.0008;0.0001;0.0009;0.0007;0.0029;0.0011;0.0004;0.0107;0.0001;0.0019;0.0083;0.0023;0.0;0.297;0.998;0.4489;0.0002;0.4564;0.9992;0.0001;0.0009;0.0007;0.0029;0.0011;0.1794
TT_20130518020702184280;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0.8662;0.0027;0.0063;0.0001;0.0047;0.0002;0.0004;0.013;0.0011;0.3252;0.0005;0.0843;0.0361;0.0018;0.0009;0.0186;0.003;0.9004;0.1338;0.0027;0.0063;0.0001;0.0047;0.0002;0.0004;0.987;0.0011;0.6748;0.0005;0.0843;0.0361;0.0018;0.0009;0.0186;0.003;0.9004;0.1587
PRESSE_201506071915360071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9994;0.1512;0.3757;0.0395;0.0043;0.0111;0.0377;0.0012;0.0176;0.0014;0.0103;0.0025;0.0024;0.0073;0.0055;0.0086;0.9992;0.0026;0.9994;0.1512;0.3757;0.0395;0.0043;0.0111;0.0377;0.0012;0.0176;0.0014;0.0103;0.0025;0.0024;0.0073;0.0055;0.0086;0.9992;0.0026;0.1488
PRESSE_200906071915540116;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.9995;0.0006;0.0001;0.001;0.0006;0.0;0.0;0.0053;0.0003;0.9998;0.0001;0.0053;0.0007;0.0;0.0072;0.0146;0.0002;0.007;0.0005;0.0006;0.0001;0.001;0.0006;0.0;0.0;0.0053;0.0003;0.0002;0.0001;0.0053;0.0007;0.0;0.0072;0.0146;0.0002;0.007;0.0024
WZ_20150121031316298470064;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0.9999;0.0457;0.2821;0.0182;0.0474;0.001;0.0012;0.0126;0.0069;0.9208;0.017;0.8747;0.0024;0.0019;0.0137;0.0245;0.0265;0.1345;0.0001;0.0457;0.2821;0.0182;0.9526;0.001;0.0012;0.0126;0.0069;0.0792;0.017;0.8747;0.9976;0.0019;0.0137;0.0245;0.0265;0.1345;0.1939
STANDARD_20160326194003226570109;1;1;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;1;0.9997;0.0095;0.714;0.0001;0.2689;0.0001;0.001;0.3436;0.0077;0.9686;0.0009;0.3302;0.645;0.0021;0.0126;0.0008;0.0377;0.9398;0.0003;0.9905;0.714;0.0001;0.7311;0.0001;0.001;0.6564;0.9923;0.0314;0.0009;0.6698;0.645;0.0021;0.0126;0.0008;0.0377;0.0602;0.3081
PRESSE_201802101915160118;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0.995;0.0897;0.0154;0.0003;0.0004;0.0007;0.0008;0.0109;0.0008;0.9176;0.0032;0.3016;0.0072;0.0235;0.0018;0.1216;0.0022;0.4104;0.005;0.9103;0.0154;0.0003;0.0004;0.0007;0.0008;0.9891;0.0008;0.9176;0.9968;0.6984;0.0072;0.0235;0.0018;0.1216;0.0022;0.4104;0.2835
PRESSE_201407161915270070;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.9499;0.0003;0.1063;0.0;0.0011;0.0;0.0;0.0132;0.0006;0.0021;0.0038;0.7555;0.0102;0.0;0.0001;0.0001;0.0012;0.5649;0.0501;0.0003;0.1063;0.0;0.0011;0.0;0.0;0.9868;0.0006;0.0021;0.0038;0.7555;0.0102;0.0;0.0001;0.0001;0.0012;0.5649;0.138
WZ_200107201913270001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5828;0.0019;0.0014;0.0012;0.0017;0.0023;0.0001;0.0054;0.0095;0.2787;0.0001;0.0003;0.0035;0.0035;0.0003;0.0006;0.0123;0.0866;0.5828;0.0019;0.0014;0.0012;0.0017;0.0023;0.0001;0.0054;0.0095;0.2787;0.0001;0.0003;0.0035;0.0035;0.0003;0.0006;0.0123;0.0866;0.0551
KURIER_201405311831490009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9997;0.0005;0.0;0.0022;0.0019;0.0;0.0;0.1647;0.0007;0.9238;0.0001;0.2233;0.0;0.0;0.0108;0.2349;0.0;0.9174;0.9997;0.0005;0.0;0.0022;0.0019;0.0;0.0;0.1647;0.0007;0.9238;0.0001;0.2233;0.0;0.0;0.0108;0.2349;0.0;0.9174;0.1933
TTKOMP_20160601033409214140080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9978;0.0839;0.0296;0.063;0.0036;0.0032;0.0084;0.0004;0.0389;0.9386;0.0594;0.1214;0.001;0.0019;0.0002;0.0832;0.0081;0.0035;0.9978;0.0839;0.0296;0.063;0.0036;0.0032;0.0084;0.0004;0.0389;0.9386;0.0594;0.1214;0.001;0.0019;0.0002;0.0832;0.0081;0.0035;0.1359
KLEINE_201710284F3466E472;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.9999;0.0031;0.01;0.0037;0.0237;0.0;0.0;0.2269;0.003;0.9965;0.0001;0.2059;0.2125;0.0002;0.1125;0.0141;0.0048;0.7355;0.0001;0.0031;0.01;0.0037;0.0237;0.0;0.0;0.2269;0.003;0.0035;0.0001;0.2059;0.2125;0.0002;0.1125;0.0141;0.0048;0.7355;0.0866
STANDARD_200503261922440151;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0.9166;0.0001;0.0002;0.0001;0.0257;0.0;0.0;0.0086;0.0035;0.0303;0.0001;0.038;0.0123;0.0001;0.0002;0.0002;0.0011;0.5844;0.0834;0.0001;0.0002;0.0001;0.9743;0.0;0.0;0.9914;0.9965;0.0303;0.0001;0.038;0.0123;0.0001;0.0002;0.0002;0.0011;0.5844;0.2063
DIEWIR_201109051311500026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9655;0.0064;0.0029;0.0;0.0007;0.0;0.0005;0.0162;0.0004;0.6402;0.0068;0.0453;0.0017;0.0005;0.0098;0.1093;0.0551;0.8985;0.9655;0.0064;0.0029;0.0;0.0007;0.0;0.0005;0.0162;0.0004;0.6402;0.0068;0.0453;0.0017;0.0005;0.0098;0.1093;0.0551;0.8985;0.1533
EMEDIA_201812144CB9AE62CE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.999;0.0011;0.0024;0.0002;0.0009;0.0;0.0;0.0037;0.0027;0.9955;0.0001;0.001;0.0423;0.0003;0.0459;0.0074;0.1412;0.1783;0.999;0.0011;0.0024;0.0002;0.0009;0.0;0.0;0.0037;0.0027;0.9955;0.0001;0.001;0.0423;0.0003;0.0459;0.0074;0.1412;0.1783;0.1346
WZ_20170908031307303630059;1;0;0;0;1;1;0;1;0;0;1;1;0;0;0;1;0;0;0.4103;0.0137;0.1124;0.0006;0.0068;0.0004;0.0008;0.0785;0.0021;0.0133;0.0018;0.4285;0.0058;0.0015;0.0109;0.024;0.0038;0.1418;0.5897;0.0137;0.1124;0.0006;0.9932;0.9996;0.0008;0.9215;0.0021;0.0133;0.9982;0.5715;0.0058;0.0015;0.0109;0.976;0.0038;0.1418;0.3531
SN_20160201013102166390056;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1.0;0.0948;0.4749;0.0494;0.0536;0.0001;0.0007;0.0157;0.0082;0.9977;0.0019;0.4331;0.0717;0.0017;0.0071;0.2144;0.0004;0.0858;0.0;0.0948;0.4749;0.0494;0.0536;0.0001;0.0007;0.0157;0.0082;0.0023;0.0019;0.4331;0.9283;0.0017;0.0071;0.2144;0.0004;0.0858;0.1318
STANDARD_20170722194501271440089;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0.9997;0.0002;0.0681;0.0;0.0022;0.0;0.0001;0.0148;0.0016;0.9702;0.0;0.1491;0.7943;0.0002;0.0118;0.0089;0.0078;0.8169;0.0003;0.0002;0.0681;0.0;0.9978;0.0;0.0001;0.0148;0.0016;0.9702;0.0;0.1491;0.7943;0.0002;0.0118;0.0089;0.0078;0.1831;0.1782
SN_20170210013038072830002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8577;0.1992;0.0402;0.0045;0.0003;0.0;0.0;0.0061;0.0002;0.6746;0.0001;0.0054;0.0001;0.0021;0.143;0.0111;0.0013;0.0011;0.8577;0.1992;0.0402;0.0045;0.0003;0.0;0.0;0.0061;0.0002;0.6746;0.0001;0.0054;0.0001;0.0021;0.143;0.0111;0.0013;0.0011;0.1082
PROFIL_199712200615043;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.8919;0.0054;0.0002;0.0004;0.007;0.0002;0.0;0.0426;0.0013;0.8614;0.0003;0.0281;0.0054;0.0007;0.0021;0.0014;0.0038;0.2078;0.1081;0.0054;0.0002;0.0004;0.007;0.0002;0.0;0.0426;0.0013;0.1386;0.0003;0.0281;0.0054;0.0007;0.0021;0.9986;0.0038;0.2078;0.0861
STANDARD_20150418194005147330050;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1.0;0.0112;0.0434;0.0019;0.4195;0.0003;0.0009;0.5298;0.0384;0.8006;0.0653;0.9268;0.0554;0.0003;0.0003;0.0129;0.0295;0.8164;0.0;0.0112;0.0434;0.0019;0.5805;0.0003;0.0009;0.5298;0.0384;0.8006;0.0653;0.0732;0.9446;0.0003;0.0003;0.0129;0.0295;0.8164;0.2194
WZ_20181229_5148737;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0.9948;0.017;0.0723;0.0003;0.0067;0.0006;0.0011;0.03;0.0007;0.5999;0.0117;0.0648;0.0022;0.0011;0.0004;0.0042;0.0039;0.4144;0.0052;0.017;0.0723;0.0003;0.0067;0.0006;0.0011;0.97;0.0007;0.5999;0.0117;0.9352;0.0022;0.0011;0.0004;0.0042;0.0039;0.4144;0.1693
OOEN_200703030408250119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5189;0.0143;0.0024;0.0002;0.0007;0.0;0.0;0.003;0.0001;0.3011;0.0002;0.0444;0.0042;0.0003;0.0013;0.0005;0.0017;0.004;0.5189;0.0143;0.0024;0.0002;0.0007;0.0;0.0;0.003;0.0001;0.3011;0.0002;0.0444;0.0042;0.0003;0.0013;0.0005;0.0017;0.004;0.0498
WZ_20160416031109313060093;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1.0;0.0101;0.5526;0.0;0.9791;0.0;0.0;0.0206;0.0004;0.016;0.0;0.8987;0.9971;0.0006;0.0001;0.0001;0.0405;0.9985;0.0;0.0101;0.5526;0.0;0.0209;0.0;0.0;0.0206;0.0004;0.016;0.0;0.1013;0.9971;0.0006;0.0001;0.0001;0.0405;0.0015;0.0979
KLEINE_20150501041003227740229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9981;0.1194;0.0168;0.0007;0.0;0.0004;0.0002;0.0075;0.0013;0.8538;0.0035;0.2857;0.0003;0.0065;0.02;0.2395;0.0016;0.6409;0.9981;0.1194;0.0168;0.0007;0.0;0.0004;0.0002;0.0075;0.0013;0.8538;0.0035;0.2857;0.0003;0.0065;0.02;0.2395;0.0016;0.6409;0.1776
STANDARD_20170217194004061000060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8691;0.0028;0.511;0.0;0.0011;0.0001;0.0002;0.064;0.0001;0.0168;0.0002;0.1375;0.0084;0.0002;0.0137;0.0016;0.001;0.8377;0.8691;0.0028;0.511;0.0;0.0011;0.0001;0.0002;0.064;0.0001;0.0168;0.0002;0.1375;0.0084;0.0002;0.0137;0.0016;0.001;0.8377;0.137
KURIER_201302090309270097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9699;0.0029;0.0306;0.0;0.0005;0.0;0.0;0.011;0.0;0.0095;0.0002;0.6834;0.0444;0.0;0.0016;0.0007;0.0476;0.8181;0.9699;0.0029;0.0306;0.0;0.0005;0.0;0.0;0.011;0.0;0.0095;0.0002;0.6834;0.0444;0.0;0.0016;0.0007;0.0476;0.8181;0.1456
